ANNO;CODICE REGIONE;DENOMINAZIONE REGIONE;CODICE AZIENDA;DENOMINAZIONE AZIENDA;CODICE COMUNE;COMUNE;MASCHI;FEMMINE;TOTALE
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013053;CASNATE CON BERNATE                     ;2.438;2.532;4.970
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013055;CASSINA RIZZARDI                        ;1.628;1.728;3.356
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013058;CASTELMARTE                             ;648;608;1.256
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013059;CASTELNUOVO BOZZENTE                    ;440;462;902
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013062;CAVARGNA                                ;99;95;194
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013063;CERANO D'INTELVI                        ;259;280;539
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013064;CERMENATE                               ;4.526;4.658;9.184
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013065;CERNOBBIO                               ;3.148;3.440;6.588
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013068;CIRIMIDO                                ;1.087;1.027;2.114
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013071;CLAINO CON OSTENO                       ;293;263;556
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013074;COLONNO                                 ;247;246;493
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013075;COMO                                    ;41.354;44.189;85.543
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013077;CORRIDO                                 ;397;409;806
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013084;CUCCIAGO                                ;1.732;1.734;3.466
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013085;CUSINO                                  ;106;108;214
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013087;DIZZASCO                                ;279;321;600
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013095;ERBA                                    ;7.656;8.318;15.974
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013097;EUPILIO                                 ;1.306;1.322;2.628
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013098;FAGGETO LARIO                           ;581;572;1.153
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013099;FALOPPIO                                ;2.320;2.376;4.696
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013100;FENEGRO'                                ;1.605;1.598;3.203
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013101;FIGINO SERENZA                          ;2.530;2.558;5.088
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013102;FINO MORNASCO                           ;4.870;4.909;9.779
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013110;GRANDATE                                ;1.355;1.463;2.818
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013111;GRANDOLA ED UNITI                       ;661;648;1.309
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013113;GRIANTE                                 ;303;310;613
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013114;GUANZATE                                ;2.843;2.877;5.720
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013118;INVERIGO                                ;4.480;4.631;9.111
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013119;LAGLIO                                  ;424;457;881
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013120;LAINO                                   ;262;262;524
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013121;LAMBRUGO                                ;1.237;1.236;2.473
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013123;LASNIGO                                 ;235;233;468
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013126;LEZZENO                                 ;992;1.033;2.025
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013128;LIMIDO COMASCO                          ;1.926;1.928;3.854
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013129;LIPOMO                                  ;2.917;3.008;5.925
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013131;LOCATE VARESINO                         ;2.123;2.138;4.261
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013133;LOMAZZO                                 ;4.829;5.065;9.894
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013134;LONGONE AL SEGRINO                      ;956;973;1.929
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013135;LUISAGO                                 ;1.360;1.374;2.734
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013136;LURAGO D'ERBA                           ;2.654;2.688;5.342
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013137;LURAGO MARINONE                         ;1.299;1.276;2.575
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013138;LURATE CACCIVIO                         ;4.791;4.975;9.766
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013139;MAGREGLIO                               ;332;321;653
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013143;MARIANO COMENSE                         ;12.257;12.594;24.851
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013144;MASLIANICO                              ;1.583;1.638;3.221
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013145;MENAGGIO                                ;1.520;1.572;3.092
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013147;MERONE                                  ;2.013;2.028;4.041
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013152;MOLTRASIO                               ;769;821;1.590
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013153;MONGUZZO                                ;1.179;1.182;2.361
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013154;MONTANO LUCINO                          ;2.601;2.724;5.325
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013157;MONTORFANO                              ;1.215;1.319;2.534
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013159;MOZZATE                                 ;4.273;4.355;8.628
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013161;NESSO                                   ;583;603;1.186
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013163;NOVEDRATE                               ;1.455;1.395;2.850
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013165;OLGIATE COMASCO                         ;5.715;5.952;11.667
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013169;OLTRONA DI SAN MAMETTE                  ;1.174;1.208;2.382
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013170;ORSENIGO                                ;1.342;1.339;2.681
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013184;PIGRA                                   ;117;120;237
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013185;PLESIO                                  ;428;398;826
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013186;POGNANA LARIO                           ;335;354;689
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013187;PONNA                                   ;118;115;233
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013188;PONTE LAMBRO                            ;2.140;2.190;4.330
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013189;PORLEZZA                                ;2.337;2.444;4.781
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013192;PROSERPIO                               ;473;473;946
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013193;PUSIANO                                 ;670;704;1.374
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013195;REZZAGO                                 ;158;147;305
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013197;RODERO                                  ;650;634;1.284
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013199;RONAGO                                  ;830;850;1.680
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013201;ROVELLASCA                              ;3.885;3.993;7.878
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013202;ROVELLO PORRO                           ;3.002;3.161;6.163
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013203;SALA COMACINA                           ;246;261;507
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013204;SAN BARTOLOMEO VAL CAVARGNA             ;468;495;963
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013206;SAN FERMO DELLA BATTAGLIA               ;3.791;4.017;7.808
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013207;SAN NAZZARO VAL CAVARGNA                ;152;132;284
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013211;SCHIGNANO                               ;455;412;867
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013212;SENNA COMASCO                           ;1.569;1.548;3.117
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013217;SORMANO                                 ;351;283;634
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013222;TAVERNERIO                              ;2.764;2.932;5.696
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013223;TORNO                                   ;550;584;1.134
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013227;TURATE                                  ;4.675;4.746;9.421
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013228;UGGIATE-TREVANO                         ;2.374;2.478;4.852
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013229;VALBRONA                                ;1.315;1.327;2.642
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013232;VALMOREA                                ;1.317;1.323;2.640
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013233;VAL REZZO                               ;83;77;160
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013234;VALSOLDA                                ;729;757;1.486
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013236;VELESO                                  ;103;96;199
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013238;VENIANO                                 ;1.507;1.526;3.033
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013242;VERTEMATE CON MINOPRIO                  ;2.047;2.100;4.147
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013245;VILLA GUARDIA                           ;3.885;4.066;7.951
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013246;ZELBIO                                  ;105;90;195
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013248;SAN SIRO;854;885;1.739
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013250;BELLAGIO;1.745;1.933;3.678
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013251;COLVERDE;2.650;2.756;5.406
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013252;TREMEZZINA;2.503;2.579;5.082
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013253;ALTA VALLE INTELVI;1.447;1.448;2.895
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013254;CENTRO VALLE D'INTELVI;1.753;1.768;3.521
2019;030;LOMBARDIA            ;322;ATS DELL'INSUBRIA;013255;SOLBIATE CON CAGNO;2.317;2.388;4.705
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;013083;CREMIA                                  ;331;339;670
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;013089;DOMASO                                  ;723;748;1.471
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;013090;DONGO                                   ;1.583;1.681;3.264
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;013092;DOSSO DEL LIRO                          ;113;123;236
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;013106;GARZENO                                 ;346;355;701
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;013107;GERA LARIO                              ;523;514;1.037
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;013130;LIVO                                    ;94;71;165
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;013155;MONTEMEZZO                              ;114;107;221
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;013160;MUSSO                                   ;482;472;954
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;013178;PEGLIO                                  ;89;90;179
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;013183;PIANELLO DEL LARIO                      ;512;544;1.056
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;013216;SORICO                                  ;609;614;1.223
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;013218;STAZZONA                                ;314;298;612
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;013226;TREZZONE                                ;124;108;232
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;013239;VERCANA                                 ;376;376;752
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;013249;GRAVEDONA ED UNITI;2.006;2.117;4.123
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014001;ALBAREDO PER SAN MARCO                  ;156;130;286
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014002;ALBOSAGGIA                              ;1.519;1.482;3.001
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014003;ANDALO VALTELLINO                       ;297;290;587
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014004;APRICA                                  ;768;775;1.543
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014005;ARDENNO                                 ;1.634;1.617;3.251
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014006;BEMA                                    ;59;57;116
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014007;BERBENNO DI VALTELLINA                  ;2.034;2.036;4.070
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014008;BIANZONE                                ;644;649;1.293
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014009;BORMIO                                  ;2.060;2.100;4.160
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014010;BUGLIO IN MONTE                         ;989;997;1.986
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014011;CAIOLO                                  ;537;546;1.083
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014012;CAMPODOLCINO                            ;464;466;930
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014013;CASPOGGIO                               ;674;693;1.367
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014014;CASTELLO DELL'ACQUA                     ;305;308;613
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014015;CASTIONE ANDEVENNO                      ;790;777;1.567
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014016;CEDRASCO                                ;208;219;427
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014017;CERCINO                                 ;400;391;791
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014018;CHIAVENNA                               ;3.447;3.846;7.293
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014019;CHIESA IN VALMALENCO                    ;1.200;1.219;2.419
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014020;CHIURO                                  ;1.196;1.319;2.515
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014021;CINO                                    ;175;167;342
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014022;CIVO                                    ;582;541;1.123
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014023;COLORINA                                ;687;683;1.370
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014024;COSIO VALTELLINO                        ;2.731;2.714;5.445
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014025;DAZIO                                   ;210;247;457
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014026;DELEBIO                                 ;1.686;1.636;3.322
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014027;DUBINO                                  ;1.817;1.825;3.642
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014028;FAEDO VALTELLINO                        ;274;279;553
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014029;FORCOLA                                 ;389;408;797
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014030;FUSINE                                  ;281;279;560
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014031;GEROLA ALTA                             ;92;65;157
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014032;GORDONA                                 ;970;979;1.949
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014033;GROSIO                                  ;2.124;2.333;4.457
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014034;GROSOTTO                                ;826;840;1.666
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014035;MADESIMO                                ;274;255;529
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014036;LANZADA                                 ;672;627;1.299
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014037;LIVIGNO                                 ;3.475;3.282;6.757
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014038;LOVERO                                  ;324;307;631
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014039;MANTELLO                                ;362;375;737
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014040;MAZZO DI VALTELLINA                     ;488;510;998
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014041;MELLO                                   ;479;462;941
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014043;MESE                                    ;899;926;1.825
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014044;MONTAGNA IN VALTELLINA                  ;1.428;1.538;2.966
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014045;MORBEGNO                                ;6.048;6.410;12.458
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014046;NOVATE MEZZOLA                          ;916;967;1.883
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014047;PEDESINA                                ;21;16;37
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014048;PIANTEDO                                ;701;703;1.404
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014049;PIATEDA                                 ;1.011;1.128;2.139
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014050;PIURO                                   ;960;955;1.915
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014051;POGGIRIDENTI                            ;906;945;1.851
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014052;PONTE IN VALTELLINA                     ;1.090;1.145;2.235
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014053;POSTALESIO                              ;325;331;656
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014054;PRATA CAMPORTACCIO                      ;1.490;1.468;2.958
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014055;RASURA                                  ;151;138;289
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014056;ROGOLO                                  ;276;268;544
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014057;SAMOLACO                                ;1.403;1.481;2.884
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014058;SAN GIACOMO FILIPPO                     ;179;172;351
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014059;SERNIO                                  ;242;245;487
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014060;SONDALO                                 ;1.969;2.058;4.027
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014061;SONDRIO                                 ;10.062;11.415;21.477
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014062;SPRIANA                                 ;40;41;81
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014063;TALAMONA                                ;2.279;2.363;4.642
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014064;TARTANO                                 ;108;87;195
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014065;TEGLIO                                  ;2.218;2.279;4.497
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014066;TIRANO                                  ;4.301;4.652;8.953
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014067;TORRE DI SANTA MARIA                    ;371;379;750
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014068;TOVO DI SANT'AGATA                      ;330;315;645
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014069;TRAONA                                  ;1.433;1.401;2.834
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014070;TRESIVIO                                ;984;1.014;1.998
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014071;VALDIDENTRO                             ;2.116;2.050;4.166
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014072;VALDISOTTO                              ;1.816;1.805;3.621
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014073;VALFURVA                                ;1.253;1.289;2.542
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014074;VAL MASINO                              ;455;421;876
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014075;VERCEIA                                 ;533;539;1.072
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014076;VERVIO                                  ;114;100;214
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014077;VILLA DI CHIAVENNA                      ;492;470;962
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;014078;VILLA DI TIRANO                         ;1.465;1.496;2.961
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017006;ANGOLO TERME                            ;1.181;1.162;2.343
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017007;ARTOGNE                                 ;1.795;1.758;3.553
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017016;BERZO DEMO                              ;820;775;1.595
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017017;BERZO INFERIORE                         ;1.229;1.240;2.469
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017018;BIENNO                                  ;1.865;1.905;3.770
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017022;BORNO                                   ;1.289;1.351;2.640
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017027;BRAONE                                  ;346;338;684
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017028;BRENO                                   ;2.328;2.464;4.792
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017035;CAPO DI PONTE                           ;1.178;1.268;2.446
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017047;CEDEGOLO                                ;562;578;1.140
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017049;CERVENO                                 ;349;308;657
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017050;CETO                                    ;895;908;1.803
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017051;CEVO                                    ;437;405;842
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017054;CIMBERGO                                ;269;265;534
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017055;CIVIDATE CAMUNO                         ;1.395;1.332;2.727
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017063;CORTENO GOLGI                           ;951;977;1.928
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017065;DARFO BOARIO TERME                      ;7.772;7.916;15.688
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017068;EDOLO                                   ;2.191;2.259;4.450
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017070;ESINE                                   ;2.585;2.626;5.211
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017079;GIANICO                                 ;1.065;1.094;2.159
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017083;INCUDINE                                ;175;184;359
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017094;LOSINE                                  ;303;308;611
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017095;LOZIO                                   ;187;199;386
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017100;MALEGNO                                 ;1.009;996;2.005
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017101;MALONNO                                 ;1.532;1.595;3.127
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017110;MONNO                                   ;247;272;519
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017118;NIARDO                                  ;992;1.020;2.012
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017124;ONO SAN PIETRO                          ;476;501;977
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017128;OSSIMO                                  ;754;780;1.534
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017131;PAISCO LOVENO                           ;85;90;175
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017135;PASPARDO                                ;315;286;601
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017142;PIAN CAMUNO                             ;2.387;2.355;4.742
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017143;PISOGNE                                 ;3.929;3.992;7.921
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017148;PONTE DI LEGNO                          ;850;907;1.757
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017175;SAVIORE DELL'ADAMELLO                   ;418;451;869
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017176;SELLERO                                 ;716;719;1.435
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017181;SONICO                                  ;624;616;1.240
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017184;TEMU'                                   ;568;556;1.124
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017198;VEZZA D'OGLIO                           ;716;746;1.462
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017202;VIONE                                   ;317;340;657
2019;030;LOMBARDIA            ;323;ATS DELLA MONTAGNA;017206;PIANCOGNO                               ;2.374;2.310;4.684
2019;030;LOMBARDIA            ;324;ATS DELLA BRIANZA;097001;ABBADIA LARIANA                         ;1.553;1.647;3.200
2019;030;LOMBARDIA            ;324;ATS DELLA BRIANZA;097002;AIRUNO                                  ;1.410;1.373;2.783
2019;030;LOMBARDIA            ;324;ATS DELLA BRIANZA;097003;ANNONE DI BRIANZA                       ;1.150;1.156;2.306
2019;030;LOMBARDIA            ;324;ATS DELLA BRIANZA;097004;BALLABIO                                ;2.076;2.014;4.090
2019;030;LOMBARDIA            ;324;ATS DELLA BRIANZA;097005;BARZAGO                                 ;1.182;1.201;2.383
2019;030;LOMBARDIA            ;324;ATS DELLA BRIANZA;097006;BARZANO'                                ;2.490;2.544;5.034
2019;030;LOMBARDIA            ;324;ATS DELLA BRIANZA;097007;BARZIO                                  ;606;677;1.283
2019;030;LOMBARDIA            ;324;ATS DELLA BRIANZA;097008;BELLANO                                 ;1.585;1.639;3.224
2019;030;LOMBARDIA            ;324;ATS DELLA BRIANZA;097009;BOSISIO PARINI                          ;1.684;1.700;3.384
2019;030;LOMBARDIA            ;324;ATS DELLA BRIANZA;097010;BRIVIO                                  ;2.253;2.250;4.503
2019;030;LOMBARDIA            ;324;ATS DELLA BRIANZA;097011;BULCIAGO                                ;1.455;1.438;2.893
